workclass,education,marital-status,occupation,relationship,race,gender,native-country,income
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female, Japan, <=50K
 ?, Some-college, Married-civ-spouse, ?, Husband, White, Male, ?, >50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female, Jamaica, <=50K
 Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, 11th, Married-civ-spouse, Other-service, Wife, Black, Female, United-States, >50K
 Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, Peru, <=50K
 ?, HS-grad, Never-married, ?, Own-child, White, Female, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, Other-relative, White, Male, United-States, <=50K
 ?, 11th, Never-married, ?, Own-child, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
 Local-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female, ?, <=50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, Cuba, <=50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Federal-gov, Some-college, Married-spouse-absent, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male, Outlying-US(Guam-USVI-etc), <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Tech-support, Own-child, White, Female, United-States, <=50K
 State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male, United-States, <=50K
 Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private, Some-college, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private, 7th-8th, Never-married, Machine-op-inspct, Unmarried, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Wife, Black, Female, United-States, <=50K
 Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, ?, >50K
 Private, Assoc-voc, Separated, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Self-emp-inc, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male, Italy, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 ?, 9th, Never-married, ?, Own-child, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male, United-States, <=50K
 Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male, Japan, >50K
 ?, 10th, Never-married, ?, Own-child, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, Own-child, White, Male, United-States, <=50K
 Private, Assoc-voc, Widowed, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Private, 12th, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
 Private, 1st-4th, Never-married, Priv-house-serv, Not-in-family, White, Female, Mexico, <=50K
 Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Female, Cuba, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, Laos, <=50K
 Private, 9th, Never-married, Other-service, Unmarried, White, Male, Mexico, <=50K
 Private, Some-college, Never-married, Craft-repair, Own-child, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, England, <=50K
 Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private, 12th, Divorced, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, ?, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female, United-States, <=50K
 Private, 9th, Never-married, Handlers-cleaners, Own-child, Black, Male, United-States, <=50K
 Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Male, United-States, <=50K
 ?, HS-grad, Never-married, ?, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private, 7th-8th, Widowed, Other-service, Unmarried, White, Male, United-States, <=50K
 Local-gov, HS-grad, Separated, Transport-moving, Own-child, White, Female, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, Taiwan, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female, ?, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female, United-States, >50K
 Private, 10th, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, 12th, Divorced, Transport-moving, Other-relative, Black, Male, United-States, <=50K
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, Canada, >50K
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Private, 7th-8th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
 Private, Assoc-acdm, Separated, Adm-clerical, Unmarried, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Other-service, Unmarried, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, Philippines, >50K
 Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, <=50K
 Self-emp-inc, Some-college, Separated, Sales, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
 ?, 10th, Never-married, ?, Own-child, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Black, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, South, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
 Private, 11th, Never-married, Other-service, Other-relative, White, Male, Mexico, <=50K
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
 Private, HS-grad, Divorced, Sales, Own-child, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, Mexico, <=50K
 Private, Preschool, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, El-Salvador, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 ?, Bachelors, Widowed, ?, Not-in-family, Other, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male, United-States, <=50K
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, United-States, >50K
 Private, 7th-8th, Widowed, Protective-serv, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private, Assoc-acdm, Divorced, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 ?, Masters, Widowed, ?, Not-in-family, White, Male, United-States, <=50K
 ?, Bachelors, Married-civ-spouse, ?, Wife, Black, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, Nicaragua, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male, United-States, <=50K
 ?, HS-grad, Widowed, ?, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Private, 11th, Never-married, Other-service, Other-relative, White, Female, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female, United-States, >50K
 Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Male, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male, Jamaica, <=50K
 Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Other-service, Unmarried, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female, United-States, <=50K
 State-gov, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private, Some-college, Separated, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female, Germany, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, Iran, >50K
 Private, Some-college, Separated, Sales, Unmarried, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 ?, Some-college, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
 Private, Bachelors, Never-married, Other-service, Own-child, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 State-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, >50K
 Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Female, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private, Assoc-voc, Widowed, Exec-managerial, Unmarried, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 ?, HS-grad, Separated, ?, Unmarried, Black, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, Vietnam, <=50K
 Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male, ?, <=50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, Iran, >50K
 Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Other-relative, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
 Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, Germany, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 State-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
 Private, Bachelors, Separated, Prof-specialty, Own-child, Other, Female, United-States, <=50K
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Prof-specialty, Unmarried, Black, Female, United-States, <=50K
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 ?, HS-grad, Divorced, ?, Not-in-family, White, Female, United-States, <=50K
 Private, 11th, Widowed, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, 11th, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Female, United-States, >50K
 Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 ?, Some-college, Separated, ?, Not-in-family, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, Own-child, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
 State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, >50K
 Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 Private, Preschool, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, China, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
 Self-emp-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Female, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States, <=50K
 Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 State-gov, Assoc-voc, Widowed, Exec-managerial, Unmarried, Black, Female, United-States, <=50K
 Private, Bachelors, Married-spouse-absent, Tech-support, Unmarried, Black, Female, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, Yugoslavia, >50K
 Private, HS-grad, Never-married, Sales, Other-relative, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, ?, <=50K
 Self-emp-not-inc, HS-grad, Separated, Craft-repair, Unmarried, White, Male, United-States, <=50K
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
 Federal-gov, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female, United-States, >50K
 Private, 9th, Never-married, Handlers-cleaners, Other-relative, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
 Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, Prof-school, Never-married, Sales, Not-in-family, White, Female, United-States, >50K
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Female, United-States, <=50K
 Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
 Self-emp-inc, 12th, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private, 11th, Never-married, Sales, Own-child, White, Female, United-States, <=50K
 Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
 Self-emp-not-inc, 10th, Divorced, Other-service, Not-in-family, Black, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Local-gov, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male, Taiwan, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
 Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female, Puerto-Rico, <=50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male, Mexico, <=50K
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Other-service, Not-in-family, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Unmarried, White, Female, United-States, <=50K
 Private, Masters, Never-married, Tech-support, Not-in-family, White, Male, ?, <=50K
 Federal-gov, 11th, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
 Local-gov, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private, 7th-8th, Separated, Handlers-cleaners, Not-in-family, White, Male, Mexico, <=50K
 Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
